Longitude (x),Latitude (y),Geothermal_Gradient_C_deg_km,Bouguer_Anomaly_mGal,Heat_Flow_mW_m2,Annual_Mean_Temperature_C,Soil_Organic_Carbon_ton_ha,Soil_pH_H2O,Available_Water_Storage_mm_m,Elevation_m,faults_distance_km,geological_province_prov_type,mineralization_distance_km,mineralization_TipoMinera,volcano_distance_km,mineral_commodity_distance_km,Slip_type_general_Id,mineral_commodity_group,Tree_Cover_Percentage,Porosity,Permeability_permafrost,PGA_Mean,Lithology,tcco2_column,nuevos1_co2_1000hPa,nuevos1_co_1000hPa,fco2gpp_flux,cape_geop_conv,surf_geop_z,geop_z_1000hPa
93.3,32.4,33.358749,-456.13232,99.019997,2.3500001,69.262917,7.2,50.0,4664.4277,41.939125290270894,orogenic belt,346.284520084275,porcu,983.1423584100128,435.6251423512659,2.0,Minerales Industriales,0.36,0.06,-11.8,0.1577831056314085,Mixed sedimentary rocks,422.4938659667969,0.0006482665776275098,9.746357676476691e-08,6.641909688909209e-09,67.91368865966797,46836.5234375,1762.7529296875
93.6,32.0,41.822552,-438.99576,88.760002,2.563889,72.39183,6.833333333333333,50.0,4336.3608,97.34223239348484,orogenic belt,328.2437019197729,porcu,927.649918288145,464.7128342821621,2.0,Minerales Industriales,0.1,0.19,-15.2,0.1319862503603616,Mixed sedimentary rocks,422.7054443359375,0.0006495888228528202,1.056267677768119e-07,1.712691144462042e-08,63.175594329833984,44304.5234375,1652.063232421875
93.8,31.3,36.519608,-451.87128,91.360001,1.0743057,62.899487,7.200462962962963,50.0,4959.8066,100.67529117979808,orogenic belt,289.0778767910081,porcu,852.1366691441004,440.79355337197126,2.0,Desconocido,0.75,0.19,-15.2,0.1115326246346078,Mixed sedimentary rocks,422.4156494140625,0.0006481214659288526,1.1051613313384223e-07,8.364579251463056e-09,28.488094329833984,48698.51953125,1577.1055908203125
97.4,30.1,29.264568,-377.81085,68.389999,1.6534722,57.599186,7.233333333333333,50.0,4542.2949,145.1190411121783,volcanic arc,117.07737825899557,porcu,554.1879959905306,122.49600881171308,2.0,Metales Base,1.81,0.19,-15.2,0.1500370197788701,Mixed sedimentary rocks,422.802734375,0.0006537657463923097,1.258172659390766e-07,4.564866529221945e-08,7.63095235824585,43196.5234375,1524.5230712890625
96.7,29.7,29.414017,-373.76074,65.370003,1.3035972,61.359108,6.7,50.0,4767.3848,71.11429063259072,volcanic arc,173.22955867865284,sedcu,534.8875665969442,206.60483258820287,2.0,Metales Base,0.13,0.01,-14.1,0.1824319017561816,Metamorphics,422.61187744140625,0.0006493644905276597,1.340174264896632e-07,1.0324929800020755e-09,8.678571701049805,49480.51953125,1822.4378662109375
94.1,30.3,29.290783,-397.18417,67.129997,1.258871,67.419968,5.3,15.0,4598.686,15.226106079527836,orogenic belt,269.26913646015515,porcu,745.1473900511241,331.1403153835075,2.0,Desconocido,2.8,0.19,-15.2,0.1792497746403241,Siliciclastic sedimentary rocks,422.5143737792969,0.0006479500443674624,1.2677587335474527e-07,4.802132025361061e-09,24.514881134033203,46332.5234375,1802.7392578125
91.5,31.3,91.74781,-439.17969,245.53999,2.9803922,42.81023,7.1,15.0,4534.8823,29.338123083723165,volcanic arc,180.69737089952068,porcu,1028.4430042058736,238.6595827964193,2.0,Minerales Industriales,0.0,0.15,-14.0,0.1298024457356023,Unconsolidated sediments,422.694091796875,0.000648760178592056,1.0600897581980462e-07,3.3351603700992882e-09,154.32737731933594,44958.5234375,1481.3533935546875
90.8,30.5,87.485374,-455.08536,213.63,1.4736112,52.92963,6.9,50.0,5485.0376,11.939383136219304,volcanic arc,114.71491838465978,porcu,1035.7132763945835,213.15321742483937,1.0,Minerales Industriales,0.0,0.01,-14.1,0.1704723673169609,Acid plutonic rocks,422.5569152832031,0.0006476675625890493,1.1332856786339107e-07,6.887906356389806e-10,25.9375,51214.51953125,1393.9180908203125
101.5,35.5,41.087357,-322.80756,87.550003,-0.1388889,64.317413,6.4,50.0,4462.1753,56.85693888318845,back-arc basin,98.814940671945,nicrpge,1187.6113004261954,159.98320828320337,2.0,Minerales Industriales,3.58,0.22,-13.0,0.1712294331172247,Mixed sedimentary rocks,422.2818603515625,0.0006509616505354643,1.2992312292681163e-07,1.5824861421265268e-08,6.675595283508301,42408.5234375,1732.5205078125
101.2,36.0,41.154083,-319.49103,95.459999,3.479861,45.099926,6.625,150.0,3138.9587,7.333748582528905,back-arc basin,76.54977204407633,nicrpge,1232.4644460997642,115.64896789244096,2.0,Minerales Industriales,4.38,0.19,-15.2,0.1323116795929719,Unconsolidated sediments,422.7193908691406,0.0006552562117576599,1.7660750017967075e-07,3.498973200066757e-08,4.511904716491699,28782.533203125,1979.2125244140625
102.1,35.9,27.727575,-268.7482,66.580002,3.7555554,42.67963,8.0,150.0,2572.6292,18.93385359501841,back-arc basin,20.010809578825533,nicrpge,1249.9649822695023,100.46245612682696,3.0,Minerales Industriales,0.41,0.19,-15.2,0.1328867750131545,Mixed sedimentary rocks,423.1861877441406,0.0006673158495686948,3.156469290388486e-07,9.465050965218325e-08,3.142857074737549,24840.537109375,2306.288330078125
125.6,49.7,39.620296,95.040695,94.620003,1.6909722,80.216133,6.725,150.0,347.19247,522.6686501335702,orogenic belt,52.80179300406664,porcu,51.02379150945275,89.55843115215232,2.0,Compuestos Químicos y Subproductos,14.88,0.09,-12.5,0.0499433742828314,Acid plutonic rocks,422.1570739746094,0.0006592259160242975,1.7646362948653405e-07,5.2189403021429825e-08,1.4642857313156128,3376.541748046875,1655.985107421875
125.8,50.3,18.600021,100.58518,40.509998,0.73541665,87.538597,6.75,150.0,488.74149,452.5338563341048,orogenic belt,19.030537155974045,porcu,104.08580738986468,42.40925273574261,2.0,Metales Preciosos,10.6,0.19,-15.2,0.0330817313170168,Mixed sedimentary rocks,421.9834899902344,0.0006576022133231163,1.5980631928869116e-07,4.21582839749135e-08,2.440476179122925,5012.54248046875,1605.9515380859375
120.3,48.5,28.011234,34.403378,62.77,0.70972222,67.627274,7.375,150.0,903.33594,914.3923026468264,volcanic arc,259.84670884966005,nicrpge,129.0897071807041,247.19725888854808,2.0,Desconocido,12.44,0.01,-14.1,0.0463811044893667,Acid volcanic rocks,421.9684753417969,0.0006537598092108965,1.4569782536000275e-07,6.826927290148888e-08,0.5059523582458496,8408.5380859375,2023.069580078125
118.9,50.1,26.107931,39.148582,58.709999,1.7041667,66.168297,7.4,150.0,594.73224,686.1079633940113,volcanic arc,107.68432524505144,sedznpb,361.9434106321036,35.66804785816276,1.0,Desconocido,1.11,0.19,-15.2,0.0646913174020114,Acid plutonic rocks,421.8061218261719,0.0006532283150590956,1.4670106907033187e-07,3.4187991104772664e-08,2.717261791229248,5702.54150390625,1987.6990966796875
86.5,33.1,34.21722,-452.40836,82.599998,1.3791667,54.5103,5.5,50.0,5346.6245,18.762513398819728,accretionary complex,111.66953075928993,nicrpge,613.4342467453213,111.54489403597292,1.0,Desconocido,0.26,0.12,-16.5,0.155108472051013,Mixed sedimentary rocks,422.35699462890625,0.000645960564725101,1.0179699927448382e-07,0.0,3.6666667461395264,52462.51953125,1832.2548828125
82.1,32.5,32.594543,-441.67618,72.379997,3.2645833,50.393017,5.5,50.0,5213.4458,9.558986498769029,orogenic belt,64.75335105614303,potash,363.3733813586236,19.1504733465317,2.0,Desconocido,0.54,0.19,-15.2,0.1987716435427579,Mixed sedimentary rocks,422.45843505859375,0.0006469579529948533,1.1294893198510181e-07,0.0,0.1130952388048172,46730.5234375,1699.422607421875
-75.0,4.7,35.782318,29.912298,88.650002,12.856944,50.782902,6.633333333333333,50.0,977.19318,10.139264112985446,accretionary complex,66.31675881705938,porcu,36.92548095827576,3.048196624760238,2.0,Metales Preciosos,23.92,0.01,-14.1,0.2206017517493469,Siliciclastic sedimentary rocks,421.3426208496094,0.0006663330132141709,2.411250932254916e-07,8.862809375287384e-10,450.59820556640625,9240.537109375,837.77783203125
15.4,45.3,10.054704,101.69145,34.790001,6.2770829,126.40909,6.4,150.0,224.6662,4.803241557015949,accretionary complex,129.89582364341115,sedcu,492.7780913616388,97.11934019246291,2.0,Metales Base,54.32,0.06,-11.8,0.1595532144170312,Carbonate sedimentary rocks,422.08282470703125,0.0006714778719469905,2.0933677546963736e-07,1.57160684466362e-09,3.455357074737549,2168.53955078125,1872.194580078125
16.0,45.3,28.779724,119.14543,61.439999,6.626389,98.23864,5.15,125.0,155.64702,24.415445466055523,accretionary complex,185.481934490186,sedznpb,526.9743792225576,50.02785779362704,2.0,Metales Base,35.13,0.19,-15.2,0.1310787125633216,Mixed sedimentary rocks,422.21087646484375,0.0006693842587992549,2.1077543976844026e-07,0.0,2.764880895614624,1580.539794921875,1867.2437744140625
16.4,46.3,39.929897,88.543304,93.690002,6.4858155,80.255234,7.55,150.0,164.10654,14.712055131082302,wide rift,169.65586159380706,phosphate,646.4367544911102,69.10272414010375,2.0,Minerales Industriales,9.988505747126435,0.19,-15.2,0.2424275427505443,Siliciclastic sedimentary rocks,421.8717346191406,0.0006679891375824809,2.7695907078850723e-07,0.0,1.5803571939468384,1916.5396728515625,1856.8240966796875
16.7,46.0,37.077324,108.06239,84.769997,6.6340275,63.69318,6.15,150.0,142.75426,44.5786233849748,wide rift,159.93647493657278,phosphate,627.8432882152999,58.59972071776896,2.0,Minerales Industriales,25.49,0.19,-15.2,0.1299984656799328,Siliciclastic sedimentary rocks,421.8518371582031,0.0006665309192612767,2.3401148041557462e-07,0.0,6.735118865966797,1600.539794921875,1864.1253662109375
17.5,45.7,32.135944,118.3682,73.290001,6.3034725,75.102272,5.9,150.0,171.62856,8.3241945761429,wide rift,142.26960928862107,phosphate,640.0968485760577,81.16925684149463,2.0,Minerales Industriales,31.03,0.19,-15.2,0.1145521469345028,Siliciclastic sedimentary rocks,421.87005615234375,0.0006664957036264241,1.9907892578885367e-07,3.125889991295594e-09,2.2886905670166016,2124.53955078125,1862.7303466796875
18.1,45.2,32.644691,110.62449,72.339996,6.8034725,68.193184,6.05,150.0,136.42259,11.611460657441244,wide rift,120.04905571670758,sedznpb,634.4882436712289,103.235071435588,2.0,Minerales Industriales,27.8,0.19,-15.2,0.1187539346752348,Siliciclastic sedimentary rocks,422.0021057128906,0.000667550484649837,2.373764687035873e-07,0.0,2.815476179122925,1476.5399169921875,1869.2281494140625
12.7,50.2,32.882347,49.018753,84.959999,3.7166667,72.928955,5.45,15.0,439.62927,302.2432117712771,foredeep basin,31.09981511199044,nicrpge,649.3585384054021,14.713090196097795,2.0,Minerales Estratégicos y Tierras Raras,18.43,0.22,-13.0,0.0549969843815623,Acid plutonic rocks,421.7727355957031,0.0006663043750450015,2.0470287154239486e-07,0.0,2.6964285373687744,5084.54248046875,1763.3642578125
13.8,50.7,32.567402,55.892822,77.68,2.8881943,90.597412,6.1,50.0,586.02203,325.0955425141617,orogenic belt,20.46738869519033,nicrpge,773.689906487089,4.9547425986015545,2.0,Desconocido,46.43,0.09,-12.5,0.0202675670251482,Acid volcanic rocks,421.6742858886719,0.0006674734177067876,2.4779160412435886e-07,0.0,2.827380895614624,5486.54150390625,1696.2327880859375
13.9,50.0,27.724508,93.241714,62.689999,3.7923613,68.17662,5.2,50.0,395.26135,263.11104871745965,orogenic belt,59.62053756886126,nicrpge,782.7774775758435,11.809221139944166,2.0,Metales Preciosos,40.54,0.09,-12.5,0.0113299537957446,Siliciclastic sedimentary rocks,421.74945068359375,0.0006691389717161655,2.3762308387631492e-07,0.0,6.705357074737549,3818.54248046875,1756.3690185546875
14.9,50.5,30.61412,95.167763,69.279999,4.2034726,61.36145,5.425,15.0,271.8537,240.156125383022,orogenic belt,70.39730108462568,sedcu,894.3004860783651,72.86826928733325,2.0,Desconocido,40.0,0.22,-13.0,0.0087197370000976,Carbonate sedimentary rocks,421.7046203613281,0.0006691992748528719,2.4598426762167946e-07,0.0,4.1339287757873535,2768.540771484375,1733.125732421875
15.0,49.6,24.337908,91.299194,53.990002,3.6111112,71.096756,5.2,50.0,561.54193,146.60586251168775,orogenic belt,92.29701728658408,nicrpge,906.465633582443,40.93861142996033,2.0,Minerales Industriales,23.43,0.01,-14.1,0.0098670235300402,Metamorphics,421.643310546875,0.000663952378090471,2.0375765075186791e-07,0.0,3.9166667461395264,4846.54296875,1778.2794189453125
15.7,49.4,20.950903,100.5901,51.029999,3.7326388,61.908165,5.2,50.0,527.03766,99.29105352097578,wide rift,31.27758622400396,nicrpge,910.3827771251056,35.68118584616428,2.0,Desconocido,10.58,0.01,-14.1,0.0115745661576656,Metamorphics,421.63092041015625,0.0006651853327639401,2.1959714047170564e-07,0.0,2.6875,5434.5419921875,1803.3709716796875
15.9,50.3,32.059021,86.684738,69.239998,4.6013889,56.549561,7.05,100.0,252.97656,199.8732917448442,orogenic belt,41.8607214462489,sedcu,1004.6536355381392,48.15901228489855,2.0,Metales Base,1.64,0.06,-11.8,0.0129057619268689,Unconsolidated sediments,421.7912902832031,0.0006684992695227265,2.6008311238001625e-07,0.0,3.3482143878936768,2568.540283203125,1745.5966796875
16.8,49.3,23.361872,100.44237,51.91,3.7430556,74.824226,5.2,50.0,501.9595,110.09220105020462,wide rift,114.4646294712914,nicrpge,951.6472709181796,58.60882972963792,1.0,Minerales Industriales,35.66,0.27,-12.5,0.0166253657293899,Carbonate sedimentary rocks,421.59869384765625,0.0006673604948446155,2.3165560492088844e-07,0.0,2.574404716491699,4414.54296875,1802.7816162109375
17.1,49.7,23.987267,91.648911,53.630001,4.9208331,53.546944,7.525,150.0,232.54262,162.19054003644578,wide rift,115.86617347720912,sedcu,1006.572258740534,25.694893494489943,1.0,Desconocido,15.45,0.22,-13.0,0.0149195380421594,Unconsolidated sediments,421.84625244140625,0.00067023781593889,2.6838884537028207e-07,0.0,1.5535714626312256,2228.53955078125,1784.8531494140625
17.8,48.9,27.755501,85.051788,59.310001,3.7777777,76.149803,5.8,15.0,528.43536,131.67047282548992,wide rift,128.57002368466996,porcu,971.830939802289,65.11368147465284,2.0,Metales Base,27.12,0.19,-15.2,0.0682789736855039,Siliciclastic sedimentary rocks,421.6685791015625,0.0006706473068334162,2.359470698820587e-07,2.222978245924878e-09,2.8660714626312256,4206.54248046875,1809.9423828125
17.9,49.7,30.787292,109.16765,69.809998,4.3166666,52.962402,6.1,75.0,348.35156,203.1099013693251,wide rift,176.18058204659462,porcu,1052.2918704931728,44.27615586875707,2.0,Desconocido,6.81,0.12,-16.5,0.020708879416756,Siliciclastic sedimentary rocks,421.65155029296875,0.000665983883664012,2.356318304919114e-07,0.0,4.336309432983398,3488.541748046875,1750.9136962890625
-78.80000000000001,-1.9,43.243774,-45.267178,92.709999,2.6770833,157.50308,6.5,150.0,3839.0745,10.878126221839551,volcanic arc,27.21198449213134,nicrpge,24.215305738312843,22.23893919872384,2.0,Metales Preciosos,8.53,0.09,-12.5,0.4422506884007389,Intermediate volcanic rocks,423.46429443359375,0.0006457618437707424,1.3084182626244e-07,4.053747892918125e-10,15.696428298950195,36080.5234375,1557.7127685546875
-78.69999999999999,-1.5,39.357601,-85.459396,90.709999,3.5611115,78.251877,6.8,150.0,3671.125,15.926825515814777,volcanic arc,11.1,nicrpge,13.435127464969275,11.089915064651567,3.0,Metales Preciosos,11.41,0.09,-13.0,0.4005313301620437,Intermediate volcanic rocks,423.32574462890625,0.0006424080929718912,1.555226418759048e-07,0.0,28.925594329833984,36728.5234375,1514.3623046875
-78.39999999999998,-0.9,41.768738,-74.869278,93.230003,2.5222223,161.4735,5.9,125.0,3882.3843,20.457219764233887,volcanic arc,30.921021975348506,nicrpge,25.07347253572989,13.423676268939484,1.0,Metales Preciosos,6.26,0.09,-12.5,0.4367094392455829,Pyroclastics,423.2217712402344,0.0006362961139529943,1.401751461571621e-07,0.0,7.080357074737549,38808.52734375,1628.5654296875
-89.30000000000001,14.2,70.827103,107.68935,163.46001,13.413195,8.9873896,6.8,150.0,661.86432,23.25678067050787,volcanic arc,40.22122946902555,nicrpge,20.736511278418924,12.736378414623918,1.0,Desconocido,16.79,0.09,-12.5,0.5175748467265868,Acid volcanic rocks,421.10784912109375,0.0006517509464174509,1.5366927641480288e-07,0.0,341.9553527832031,5438.5419921875,1077.3067626953125
37.6,7.1,37.151798,-59.352516,81.489998,11.256945,49.914799,5.675,150.0,1720.9609,15.324668581277992,volcanic arc,174.9720571977138,nicrpge,55.59981025147478,106.06099665268296,1.0,Desconocido,11.8,0.09,-12.5,0.1110026363026035,Basic volcanic rocks,422.6251525878906,0.0006687802379019558,3.300618232060515e-07,0.0,24.526784896850586,14714.546875,1171.0233154296875
37.7,6.6,35.236027,-52.269569,80.650002,12.00625,41.399178,7.5,125.0,1549.902,22.042834711227844,volcanic arc,139.0294386092384,nicrpge,34.837027714774656,127.0619283851792,1.0,Desconocido,7.8,0.09,-12.5,0.1282126026257573,Basic volcanic rocks,422.4716796875,0.0006675351178273559,3.339174270422518e-07,0.0,143.6607208251953,14926.546875,1190.0723876953125
37.9,7.4,36.063591,-100.18073,88.029999,10.215972,50.64872,5.675,150.0,2048.9033,23.43335082456699,volcanic arc,173.69992746112507,nicrpge,42.83219466709609,66.75953796245516,1.0,Desconocido,6.63,0.09,-12.5,0.1396708652742863,Basic volcanic rocks,422.59478759765625,0.0006623777444474399,2.666828606834315e-07,0.0,8.372023582458496,21176.544921875,1470.6658935546875
38.4,7.4,41.487122,-90.513168,88.889999,11.72074,48.045811,6.3,150.0,1633.7173,16.16185394175886,volcanic arc,145.524344355163,nicrpge,18.54664186369052,11.399435466745633,1.0,Desconocido,8.57,0.22,-13.0,0.1348536820278442,Basic volcanic rocks,422.486083984375,0.0006597348838113248,2.0682774959368544e-07,0.0,32.4851188659668,16216.5478515625,1350.360107421875
38.4,7.4,41.487122,-90.513168,88.889999,11.72074,48.045811,6.3,150.0,1633.7173,16.16185394175886,volcanic arc,145.524344355163,nicrpge,18.54664186369052,11.399435466745633,1.0,Desconocido,8.57,0.22,-13.0,0.1348536820278442,Basic volcanic rocks,422.486083984375,0.0006597348838113248,2.0682774959368544e-07,0.0,32.4851188659668,16216.5478515625,1350.360107421875
38.6,7.4,41.298927,-98.4562,89.489998,10.492622,45.702122,6.5,150.0,1658.3536,18.375137590402183,volcanic arc,138.9407888274715,nicrpge,7.909885234312922,11.141436934278635,1.0,Desconocido,8.465116279069768,0.09,-12.5,0.1199747080056566,Basic volcanic rocks,422.4022521972656,0.0006666078697890043,2.407323904662917e-07,0.0,75.38690185546875,16888.548828125,1358.9158935546875
38.6,7.5,41.298927,-100.68533,87.849998,8.8090906,47.668835,7.0,150.0,1580.6364,23.145720356414653,volcanic arc,149.7800948056851,nicrpge,6.750059586403967,14.282728694493535,1.0,Desconocido,3.6825396825396814,0.22,-13.0,0.1160650093719174,Basic volcanic rocks,422.438720703125,0.0006616205209866166,2.2542216981946694e-07,0.0,125.36309814453125,16064.5478515625,1327.3692626953125
38.6,7.5,41.298927,-100.68533,87.849998,8.8090906,47.668835,7.0,150.0,1580.6364,23.145720356414653,volcanic arc,149.7800948056851,nicrpge,6.750059586403967,14.282728694493535,1.0,Desconocido,3.6825396825396814,0.22,-13.0,0.1160650093719174,Basic volcanic rocks,422.438720703125,0.0006616205209866166,2.2542216981946694e-07,0.0,125.36309814453125,16064.5478515625,1327.3692626953125
38.8,7.7,42.042065,-90.103119,87.010002,11.916429,45.731968,6.4,150.0,1663.1512,11.189010587900624,volcanic arc,168.95352260311125,nicrpge,8.08092197710119,35.57091424422479,1.0,Desconocido,4.91919191919192,0.09,-12.5,0.1023766165481647,Unconsolidated sediments,422.62213134765625,0.0006668334826827049,2.5345499921058945e-07,0.0,102.82737731933594,17280.548828125,1364.5185546875
38.8,7.7,42.042065,-90.103119,87.010002,11.916429,45.731968,6.4,150.0,1663.1512,11.189010587900624,volcanic arc,168.95352260311125,nicrpge,8.08092197710119,35.57091424422479,1.0,Desconocido,4.91919191919192,0.09,-12.5,0.1023766165481647,Unconsolidated sediments,422.62213134765625,0.0006668334826827049,2.5345499921058945e-07,0.0,102.82737731933594,17280.548828125,1364.5185546875
38.8,7.7,42.042065,-90.103119,87.010002,11.916429,45.731968,6.4,150.0,1663.1512,11.189010587900624,volcanic arc,168.95352260311125,nicrpge,8.08092197710119,35.57091424422479,1.0,Desconocido,4.91919191919192,0.09,-12.5,0.1023766165481647,Unconsolidated sediments,422.62213134765625,0.0006668334826827049,2.5345499921058945e-07,0.0,102.82737731933594,17280.548828125,1364.5185546875
38.9,7.9,42.50819,-106.06838,84.830002,11.722142,43.46447,6.65,150.0,1736.3374,5.174740079321472,volcanic arc,190.93290654049144,nicrpge,2.8945258679101715,56.46418128486418,1.0,Desconocido,5.44,0.09,-12.5,0.1035425513410484,Unconsolidated sediments,422.8494567871094,0.0006689454312436283,2.4744517190811166e-07,0.0,85.74107360839844,16802.548828125,1395.911376953125
2.8,48.6,35.737572,78.938606,82.370003,6.2076392,47.897728,6.7,15.0,92.933235,410.4550942679279,orogenic belt,38.90489838125023,vms,312.99947219923547,59.39673447642816,1.0,Metales Base,2.42,0.06,-11.8,0.0062854738637447,Carbonate sedimentary rocks,421.6909484863281,0.000660389952827245,1.7024065357418294e-07,0.0,14.0625,962.5402221679688,1759.1722412109375
2.9,46.0,48.310219,71.357452,102.83,5.1291666,86.715912,5.05,15.0,610.65338,372.53757933941046,orogenic belt,68.64970866653401,phosphate,25.39863376246826,33.87174303034876,3.0,Minerales Estratégicos y Tierras Raras,26.52,0.01,-14.1,0.0301030035844915,Acid plutonic rocks,421.82110595703125,0.0006603117799386382,1.6192407770176942e-07,0.0,2.279761791229248,6370.5400390625,1875.897705078125
3.2,47.3,43.622025,74.246895,96.43,5.6111112,67.965912,6.85,100.0,299.01562,441.6822488825136,orogenic belt,101.766817464742,phosphate,169.80304590024244,39.98891073041218,2.0,Minerales Industriales,22.47,0.06,-11.8,0.0100820097885346,Carbonate sedimentary rocks,421.6695861816406,0.0006624272791668773,1.7102199478813418e-07,0.0,9.535714149475098,2540.540283203125,1836.721435546875
3.4,43.3,34.092369,116.62584,79.239998,7.9239316,33.746269,7.666666666666667,150.0,5.321733,106.5487123631444,back-arc basin,48.98134849102925,sedcu,158.2986095959149,33.51863278187836,1.0,Minerales Industriales,8.34020618556701,0.22,-13.0,0.0319454616871351,Unconsolidated sediments,422.1987609863281,0.0006544115603901446,1.5427937682943593e-07,0.0,71.57142639160156,-9.459228515625,1849.9825439453125
4.0,45.6,38.916721,83.13839,90.800003,4.8354168,88.193184,5.0,50.0,758.17896,263.3495119869072,orogenic belt,71.02566587156986,vms,114.97783785147467,56.43904219712157,3.0,Minerales Industriales,24.49,0.01,-14.1,0.0293793504413551,Mixed sedimentary rocks,421.8290100097656,0.0006580394110642374,1.525337012253658e-07,0.0,4.877976417541504,8192.5380859375,1879.569580078125
6.9,47.9,46.740166,73.521523,110.33,2.8659723,131.875,4.85,100.0,887.3111,81.21518432884247,accretionary complex,39.17973118093064,potash,252.03111593610697,21.085625971153828,2.0,Metales Base,42.11,0.19,-15.2,0.0584598171585938,Mixed sedimentary rocks,421.65924072265625,0.0006597615429200232,1.6829844184940157e-07,0.0,9.125,8312.5380859375,1854.9669189453125
7.7,48.5,51.780148,82.678757,116.29,6.2152777,61.514286,7.5,150.0,143.57884,48.06492537000673,accretionary complex,71.80900995738624,potash,207.9999024038221,61.28053387798935,2.0,Desconocido,8.16,0.22,-13.0,0.0950432321197847,Unconsolidated sediments,422.0885925292969,0.0006691086455248296,2.3336478705004993e-07,0.0,0.8660714030265808,1310.5399169921875,1827.5406494140625
43.6,42.1,37.710846,23.337772,86.0,5.2006946,119.97896,6.45,150.0,968.13776,34.88270424735074,volcanic arc,34.5707535353227,nicrpge,62.92476336069928,34.064802225225016,3.0,Minerales Estratégicos y Tierras Raras,47.48,0.01,-14.1,0.2250150960286744,Intermediate volcanic rocks,422.4034118652344,0.0006613590521737933,1.8115473210400523e-07,0.0,17.25,9394.5380859375,2071.018310546875
44.9,41.9,24.162024,-30.094391,59.509998,4.5618052,107.62154,7.0,150.0,1162.9652,8.381353439923222,volcanic arc,61.47273610331556,vms,99.281418200991,42.49089754534249,3.0,Metales Base,45.34,0.19,-15.2,0.4523561724393078,Siliciclastic sedimentary rocks,422.3375549316406,0.0006623624940402806,1.6635324584513e-07,2.409381361090368e-09,2.217261791229248,10622.5400390625,2033.866455078125
6.4,51.3,33.267262,112.95515,74.889999,5.7833338,87.32238,7.166666666666667,15.0,36.876419,24.645034322275244,volcanic arc,37.23053182537189,potash,135.00995296643967,15.467277465184385,2.0,Minerales Industriales,8.44,0.28,-10.9,0.0618302691513105,Unconsolidated sediments,422.1800537109375,0.000665874220430851,2.1723123211359052e-07,0.0,12.160714149475098,426.54095458984375,1571.4180908203125
6.9,50.6,33.451939,105.8168,76.720001,4.5743051,70.781166,5.95,100.0,283.6669,21.27356280088388,orogenic belt,32.14732484118093,sedznpb,48.05159102464922,26.437533652080983,1.0,Minerales Industriales,40.92,0.06,-11.8,0.1150121006741851,Unconsolidated sediments,421.9454040527344,0.0006653056479990482,1.9667365336317744e-07,0.0,4.264881134033203,2562.540283203125,1630.5029296875
6.9,49.7,34.544048,98.344955,80.599998,3.7798615,70.602272,5.2,100.0,523.19958,106.41283870522544,orogenic belt,89.35760451843935,phosphate,52.46438220354667,32.47019699823957,1.0,Desconocido,26.69,0.12,-16.5,0.0327532626467169,Siliciclastic sedimentary rocks,421.72735595703125,0.0006652617594227195,2.0345648010788864e-07,0.0,10.892857551574707,4690.54296875,1738.7034912109375
7.2,52.1,40.174805,110.76475,88.160004,5.397222,70.241379,5.35,15.0,72.297585,130.170412268819,volcanic arc,46.39135678518146,potash,217.7241727507552,54.0731944799662,2.0,Desconocido,13.42,0.28,-10.9,0.0132380775812562,Unconsolidated sediments,421.9334411621094,0.0006657864432781935,2.1180919418384292e-07,0.0,21.627975463867188,742.5405883789062,1505.0899658203125
7.3,51.2,36.926807,129.65813,86.43,4.2840281,67.154739,5.2,100.0,298.64417,68.688990810081,volcanic arc,32.19,nicrpge,124.7651850477544,17.126333920258627,1.0,Minerales Industriales,29.244897959183675,0.22,-13.0,0.0387176442914541,Carbonate sedimentary rocks,421.89508056640625,0.0006720355013385415,2.3351455524789344e-07,0.0,8.440476417541504,3064.541259765625,1605.3154296875
7.8,50.4,32.662548,103.99956,76.239998,4.1569443,76.201416,6.3,15.0,351.41476,118.53920121038924,orogenic belt,38.145905415916246,nicrpge,108.49646722359252,22.17794936060812,1.0,Metales Base,42.1,0.19,-15.2,0.0825261159055033,Carbonate sedimentary rocks,421.8507385253906,0.0006733559421263635,2.456148706642125e-07,0.0,8.148809432983398,2774.540771484375,1690.8824462890625
7.9,47.8,44.276062,102.09332,96.870003,3.35,81.229095,5.2,100.0,799.40979,30.38338402776809,accretionary complex,25.913210916441862,nicrpge,287.7320409686754,5.30977465665956,2.0,Desconocido,26.25,0.01,-14.1,0.1007435401608461,Acid plutonic rocks,421.5561828613281,0.000657490105368197,1.6250665169081913e-07,0.0,4.848214149475098,9316.537109375,1870.1031494140625
8.2,49.4,49.243149,94.157661,108.64,5.9944444,65.78437,7.75,15.0,138.5071,157.13958936868886,foredeep basin,40.51119845178609,nicrpge,172.51128484826668,39.72307031540861,2.0,Metales Preciosos,12.12,0.19,-15.2,0.0684743535341268,Mixed sedimentary rocks,421.99688720703125,0.0006698676152154803,2.2496764984225592e-07,0.0,6.886904716491699,1946.5396728515625,1767.5450439453125
