Longitude (x),Latitude (y),Flux (gm-2d-1),Geothermal_Gradient_C_deg_km,Bouguer_Anomaly_mGal,Heat_Flow_mW_m2,Annual_Mean_Temperature_C,Soil_Organic_Carbon_ton_ha,Soil_pH_H2O,Elevation_m,faults_distance_km,geological_province_prov_type,mineralization_distance_km,mineralization_TipoMinera,volcano_distance_km,mineral_commodity_distance_km,Slip_type_general_Id,mineral_commodity_group,Available_Water_Storage_mm/m,Tree_Cover_Percentage,Porosity,Permeability_permafrost,PGA_Mean,Lithology,CO2_1000hPa,CO_1000hPa,Geopotential_1000hPa,Flux_CO2_GPP,Total_Column_CO2,Geopotential_Sup_Avg
14.95,38.41,13.0,22.852406,218.89375,71.579994,5.7321434,50.172592,6.7,59.668056,14.232743042042744,accretionary complex,102.91950886493755,potash,1.4892212730145638,125.03628207821308,2.0,Minerales Industriales,50.0,16.253521126760564,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.949,38.408,22.0,22.852406,219.52222,71.579994,5.4180722,49.893845,6.7,56.465591,14.180382852698855,accretionary complex,102.67985988498448,potash,1.5097632264695513,124.80274239111324,2.0,Minerales Industriales,50.0,13.525,0.09,-12.5,0.2160720880804743,Unknown,0.0006520321476273,1.3595409598110564e-07,1584.692626953125,0.0,422.2063293457031,282.54095458984375
14.949,38.404,13.0,22.852406,219.52222,71.579994,6.7434783,49.857037,6.7,56.277172,13.909852655895914,accretionary complex,102.34862126086549,potash,1.443,124.49684105399068,2.0,Minerales Industriales,50.0,13.98780487804878,0.09,-12.5,0.2162220920856358,Unknown,0.0006520321476273,1.3595409598110564e-07,1584.692626953125,0.0,422.2063293457031,282.54095458984375
14.951,38.409,25.0,22.852406,218.89375,71.579994,5.4180722,50.172592,6.7,56.465591,14.076568880492058,accretionary complex,102.9104101293937,potash,1.341218103068711,125.04004918266206,2.0,Minerales Industriales,50.0,14.535714285714286,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.948,38.413,10.0,22.852406,218.89375,71.579994,7.0463772,50.034,6.7,50.028225,14.615785296831326,accretionary complex,103.0216348734574,potash,1.8474081844568824,125.1061988975866,2.0,Minerales Industriales,50.0,16.153846153846153,0.09,-12.5,0.2160720880804743,Unknown,0.0006520321476273,1.3595409598110564e-07,1584.692626953125,0.0,422.2063293457031,282.54095458984375
14.951,38.417,69.0,22.852406,218.89375,71.579994,5.7200003,50.425415,6.7,52.276684,14.653609020579651,accretionary complex,103.57489642283048,potash,1.8902618866176168,125.65395339360636,2.0,Minerales Industriales,50.0,12.63013698630137,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.952,38.415,22.0,22.852406,218.89375,71.579994,6.1404762,50.034,6.7,59.046196,14.423082508234245,accretionary complex,103.48200852322114,potash,1.6501336309519834,125.5802964127834,2.0,Minerales Industriales,50.0,18.357142857142858,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.953,38.417,25.0,22.852406,218.89375,71.579994,5.8578315,50.425415,6.7,51.13118,14.489028252130906,accretionary complex,103.72182355223052,potash,1.755064101393301,125.8140575958131,2.0,Minerales Industriales,50.0,12.45945945945946,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.954,38.41,39.0,22.852406,218.89375,71.579994,7.2605634,50.172592,6.7,58.902554,13.891664379291491,accretionary complex,103.21501988082926,potash,1.1099999999994636,125.35786376012678,2.0,Minerales Industriales,50.0,16.733333333333334,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.953,38.409,17.0,22.852406,218.02759,71.579994,5.6817074,49.893845,6.7,56.24107,13.905159970682524,accretionary complex,103.0582846014817,potash,1.142814945649345,125.20093843451222,2.0,Minerales Industriales,50.0,14.458823529411765,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.957,38.413,12.0,22.852406,221.16272,67.139999,7.1597223,50.172592,6.7,59.542797,13.861768988001208,accretionary complex,103.68523011981978,potash,1.142814945648847,125.82864052099784,2.0,Minerales Industriales,50.0,13.11111111111111,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.957,38.416,15.0,22.852406,218.89375,71.579994,6.1149426,50.422401,6.7,61.386112,14.088167133520276,accretionary complex,103.93358615000244,potash,1.4429999999992762,126.05820462509573,2.0,Minerales Industriales,50.0,11.10958904109589,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.948,38.402,25.0,22.852406,219.52222,71.579994,5.7444444,50.235188,6.7,56.207203,13.867827164232336,accretionary complex,102.10920105945424,potash,1.569777054234102,124.2635765251531,2.0,Minerales Industriales,50.0,18.83870967741936,0.09,-12.5,0.2162220920856358,Unknown,0.0006520321476273,1.3595409598110564e-07,1584.692626953125,0.0,422.2063293457031,282.54095458984375
14.952,38.394,27.0,22.852406,219.52222,71.579994,6.102469,50.674831,6.7,61.46476,12.99636230267184,accretionary complex,101.74849980712246,potash,1.5697770542345202,123.97909671207692,2.0,Minerales Industriales,50.0,18.818181818181817,0.09,-12.5,0.2162220920856358,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.963,38.393,13.0,22.852406,221.41762,67.139999,7.2068491,50.879398,6.7,66.269699,11.934183585980742,accretionary complex,102.49436109855031,potash,1.2260350729080882,124.79978360398924,2.0,Minerales Industriales,50.0,13.628865979381445,0.09,-12.5,0.2163720999998949,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.958,38.414,1212.0,22.852406,221.16272,67.139999,5.9252872,49.988522,6.7,61.40239,13.855347014540463,accretionary complex,103.84196832206166,potash,1.1955065871836366,125.98556636767002,2.0,Minerales Industriales,50.0,13.46376811594203,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.958,38.416,178.0,22.852406,221.16272,67.139999,5.9775281,50.422401,6.7,62.78125,14.007634538476434,accretionary complex,104.0074738516419,potash,1.4040512811140446,126.1385628067107,2.0,Minerales Industriales,50.0,10.7012987012987,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.949,38.398,24.0,22.852406,219.52222,71.579994,5.4536581,50.417408,6.7,59.043751,13.521256431935456,accretionary complex,101.85337258039164,potash,1.589278138023676,124.03955449187411,2.0,Minerales Industriales,50.0,16.986842105263158,0.09,-12.5,0.2162220920856358,Unknown,0.0006520321476273,1.3595409598110564e-07,1584.692626953125,0.0,422.2063293457031,282.54095458984375
14.956,38.394,13.0,22.852406,221.4176,67.139999,6.2109756,50.7929,6.7,64.027924,12.629724218223204,accretionary complex,102.04836781154312,potash,1.2944713206561569,124.30420639746072,2.0,Minerales Industriales,50.0,17.366197183098592,0.09,-12.5,0.2162220920856358,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.959,38.394,17.0,22.852406,221.4176,67.139999,5.9784088,50.849377,6.7,68.3125,12.358076321698324,accretionary complex,102.27395677297322,potash,1.1588740224896186,124.5485204609935,2.0,Minerales Industriales,50.0,15.38095238095238,0.09,-12.5,0.2162220920856358,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.96,38.412,36.0,22.852406,221.16272,67.139999,7.4630136,50.451382,6.7,65.639786,13.541591294458998,accretionary complex,103.8251184492463,potash,0.9153294488866134,125.99402160540218,2.0,Minerales Industriales,50.0,13.871428571428572,0.09,-12.5,0.2160720880804743,Unknown,0.0006523506599478,1.3734930348618948e-07,1584.630126953125,0.0,422.2115478515625,646.5408325195312
14.149,38.021,60.0,37.154427,152.15349,101.28,8.5232553,36.608334,7.3,124.13179,65.1324010721885,volcanic arc,39.50118683027154,potash,99.09689353859712,43.1722485177983,3.0,Minerales Industriales,150.0,14.48,0.06,-11.8,0.1992455286669213,Unknown,0.0006660968647338,1.4390785452178534e-07,1620.0137939453125,0.0,422.2447509765625,3072.541259765625
14.984,36.836,50.0,26.904102,227.86855,73.139999,11.645138,51.868076,7.1,88.541206,29.08811622994364,volcanic arc,31.77625830710731,phosphate,101.24569150833024,43.52314048200108,2.0,Minerales Estratégicos y Tierras Raras,,5.3,0.06,-11.8,0.2246110768943651,Carbonate sedimentary rocks,0.0006540617905557,1.330091521367649e-07,1610.9937744140625,0.0,422.27935791015625,674.5407104492188
14.923,38.169,42.0,20.267323,193.18661,70.150002,7.9514022,52.545853,6.15,204.6895,22.61945671190406,accretionary complex,82.41142654389611,potash,26.441775016061943,105.82056109510332,2.0,Minerales Industriales,125.0,27.1875,0.01,-14.1,0.1902592011510137,Unknown,0.000653852825053,1.3947989430107557e-07,1594.6904296875,0.0,422.3697814941406,760.54052734375
14.923,38.128,20.0,20.267323,180.09407,60.009998,8.9277782,56.667816,7.3,498.40427,26.34208331363981,accretionary complex,79.72257699046123,potash,30.940341578593188,103.32701988009978,2.0,Minerales Industriales,150.0,24.344444444444445,0.01,-14.1,0.1902553833322751,Unknown,0.0006619500927627,1.5098278538516754e-07,1615.3084716796875,0.0,422.2488708496094,5032.54248046875
14.663,37.967,121.0,18.044716,129.88878,64.260002,6.7378788,65.566849,6.6,1077.2987,58.75845565753194,accretionary complex,45.86610797745984,potash,44.518749948757645,69.38316223784064,2.0,Minerales Industriales,,27.21,0.19,-15.2,0.1925848065935687,Mixed sedimentary rocks,0.0006619050982408,1.3995948222600418e-07,1648.299560546875,0.0,422.1540222167969,8372.5380859375
14.949,38.076,320.0,20.267323,176.96045,57.050003,8.2847223,58.118965,6.15,578.15833,30.20020774427126,accretionary complex,77.99320037669975,potash,36.43658481526533,102.89685526284332,2.0,Minerales Industriales,125.0,17.37,0.06,-11.8,0.1894394500001494,Unknown,0.0006619500927627,1.5098278538516754e-07,1615.3084716796875,0.0,422.2488708496094,5032.54248046875
14.708,36.72,78.0,32.842701,200.591,76.209999,8.1800003,54.259624,7.0,42.54533,17.855176434803617,volcanic arc,8.924289551555173,phosphate,118.59169559880648,63.53962731478541,2.0,Minerales Industriales,150.0,4.95945945945946,0.06,-11.8,0.2146974463077917,Carbonate sedimentary rocks,0.000652780465316,1.322962788208315e-07,1622.6253662109375,0.0,422.2637634277344,394.54095458984375
14.738,36.851,34.0,24.875454,220.82426,70.82,11.428787,59.858059,7.0,370.18274,3.4873472752826555,volcanic arc,7.059634905574272,phosphate,103.6962213872809,59.00029411487543,2.0,Minerales Industriales,50.0,5.45,0.06,-11.8,0.2358269255630813,Carbonate sedimentary rocks,0.0006616458995267,1.4688443172872212e-07,1637.3486328125,0.0,422.226318359375,4164.54248046875
14.814,38.051,32.0,19.35498,162.46536,61.636669,7.8409719,58.310707,8.1,663.29602,40.42073715823469,accretionary complex,64.90947447021915,potash,39.40640701713409,88.53832617619643,2.0,Minerales Industriales,50.0,21.444444444444443,0.01,-14.1,0.1885321022314019,Unknown,0.0006623299559578,1.5499730920964796e-07,1618.9044189453125,0.0,422.27325439453125,4444.54296875
14.642,38.066,98.0,21.112944,163.67857,74.400002,8.2504349,46.878685,7.466666666666666,168.64702,53.81242490095414,accretionary complex,51.66748943968568,potash,51.66498547372301,74.05080319417574,2.0,Minerales Industriales,100.0,15.65934065934066,0.06,-11.8,0.1941449633876736,Unknown,0.0006572071579284,1.4174990781157248e-07,1604.893310546875,0.0,422.3277893066406,1038.5401611328125
12.682,41.751,500.0,38.574238,132.09023,88.048332,7.8885717,66.317352,7.3,443.76511,7.523317338984698,volcanic arc,133.8489255279998,nicrpge,4.828716891680393,24.73254019259076,1.0,Metales Base,15.0,21.26582278481013,0.22,-13.0,0.2016084675357125,Intermediate volcanic rocks,0.0006747832521796,3.031008475318231e-07,1581.3555908203125,0.0,422.048583984375,3056.541259765625
12.674,41.755,36.0,38.574238,133.64145,88.124001,8.2328568,62.288074,7.3,403.77106,8.350280168601643,volcanic arc,133.01677022465964,nicrpge,5.676019487281546,23.75392377814869,1.0,Metales Base,15.0,17.243243243243242,0.22,-13.0,0.2016084675357125,Intermediate volcanic rocks,0.0006747832521796,3.031008475318231e-07,1581.3555908203125,0.0,422.048583984375,3056.541259765625
12.672,41.746,12.0,38.574238,134.02022,88.279999,9.1359377,62.794285,7.3,398.10281,7.651329754894157,volcanic arc,133.76950751198842,nicrpge,6.01699865547586,24.187235213601888,1.0,Metales Base,15.0,18.753846153846155,0.22,-13.0,0.2016084675357125,Intermediate volcanic rocks,0.0006674957112409,2.4364078399230493e-07,1570.1904296875,0.0,421.99591064453125,2860.541015625
12.676,41.742,20.0,38.574238,132.31984,88.157997,7.8792853,64.10231,7.3,411.92908,7.02985535639492,volcanic arc,134.3760333541664,nicrpge,5.695522383416704,24.81142905997392,1.0,Metales Base,15.0,20.492957746478872,0.22,-13.0,0.2016084675357125,Intermediate volcanic rocks,0.0006674957112409,2.4364078399230493e-07,1570.1904296875,0.0,421.99591064453125,2860.541015625
12.613,41.779,1637.0,38.574238,137.42455,85.889999,11.859504,51.503933,6.7,169.95013,14.833573657115378,volcanic arc,127.3828378157744,nicrpge,12.682603723999287,16.830830880800146,1.0,Metales Base,,10.68,0.09,-12.5,0.2050392472603016,Intermediate volcanic rocks,0.0006687437416985,2.44308068886312e-07,1574.1123046875,0.0,422.1647644042969,1902.5396728515625
12.533,41.7,153.0,38.340096,132.2153,89.269997,9.6958332,51.358089,6.4,96.882812,20.07239037264289,volcanic arc,131.45273123446273,nicrpge,22.23882160592144,20.51561267810673,1.0,Metales Base,150.0,3.31,0.09,-12.5,0.2001568000166657,Intermediate volcanic rocks,0.0006597368628717,1.775265303649576e-07,1563.8265380859375,0.0,422.120361328125,744.5405883789062
12.535,41.704,229.17,38.574238,132.58626,89.269997,11.162879,50.778454,6.4,99.143814,19.87784521322384,volcanic arc,131.1314086746572,nicrpge,21.902868095753988,20.11744049421059,1.0,Metales Base,150.0,3.388888888888889,0.09,-12.5,0.2001329963224758,Intermediate volcanic rocks,0.0006597368628717,1.775265303649576e-07,1563.8265380859375,0.0,422.120361328125,744.5405883789062
12.537,41.706,67.0,38.574238,132.58626,89.269997,11.15606,50.909443,6.4,100.16869,19.673919951022743,volcanic arc,131.01503556844116,nicrpge,21.63002974616521,19.94139825784777,1.0,Metales Base,150.0,2.8777777777777778,0.09,-12.5,0.2001329963224758,Intermediate volcanic rocks,0.0006597368628717,1.775265303649576e-07,1563.8265380859375,0.0,422.120361328125,744.5405883789062
14.14,40.82,1453.12,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1521.46,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1489.3,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1502.65,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1462.78,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1499.21,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1432.47,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1530.89,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1458.36,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1510.11,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1471.54,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1486.72,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1445.63,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1507.39,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1479.22,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1483.11,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1467.53,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1515.36,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.14,40.82,1474.29,35.040375,143.6371,83.849998,7.8769994,60.571255,7.0,45.102821,29.70732170881462,oceanic back-arc basin,317.192089750044,nicrpge,0.7848885271168559,86.7300876904015,1.0,Metales Base,,13.03076923076923,0.09,-12.5,0.1527765087606377,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.13,40.82,1481.98,35.040375,143.63708,83.849998,7.4473691,60.837498,6.7,40.170029,28.65770150460541,oceanic back-arc basin,316.3889449712173,nicrpge,1.265594721859774,86.279405969123,1.0,Metales Base,50.0,10.055555555555555,,,0.1523745175212744,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.13,40.82,1493.87,35.040375,143.63708,83.849998,7.4473691,60.837498,6.7,40.170029,28.65770150460541,oceanic back-arc basin,316.3889449712173,nicrpge,1.265594721859774,86.279405969123,1.0,Metales Base,50.0,10.055555555555555,,,0.1523745175212744,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.13,40.82,1460.45,35.040375,143.63708,83.849998,7.4473691,60.837498,6.7,40.170029,28.65770150460541,oceanic back-arc basin,316.3889449712173,nicrpge,1.265594721859774,86.279405969123,1.0,Metales Base,50.0,10.055555555555555,,,0.1523745175212744,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.13,40.82,1509.14,35.040375,143.63708,83.849998,7.4473691,60.837498,6.7,40.170029,28.65770150460541,oceanic back-arc basin,316.3889449712173,nicrpge,1.265594721859774,86.279405969123,1.0,Metales Base,50.0,10.055555555555555,,,0.1523745175212744,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.13,40.82,1457.23,35.040375,143.63708,83.849998,7.4473691,60.837498,6.7,40.170029,28.65770150460541,oceanic back-arc basin,316.3889449712173,nicrpge,1.265594721859774,86.279405969123,1.0,Metales Base,50.0,10.055555555555555,,,0.1523745175212744,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
14.13,40.82,1480.21,35.040375,143.63708,83.849998,7.4473691,60.837498,6.7,40.170029,28.65770150460541,oceanic back-arc basin,316.3889449712173,nicrpge,1.265594721859774,86.279405969123,1.0,Metales Base,50.0,10.055555555555555,,,0.1523745175212744,Unknown,0.0006560733309015,1.626078756089555e-07,1575.4091796875,0.0,422.178955078125,448.54095458984375
25.396,36.405,34.21,15.669816,233.75684,86.540001,5.7655172,41.865974,7.0,24.172043,31.610174627706574,accretionary complex,206.8747645306445,sedznpb,0.1109999999997413,110.32025527240432,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
25.397,36.404,76.45,15.669816,233.75684,86.540001,5.9457626,41.788452,7.0,27.092741,31.67096421367179,accretionary complex,207.0317257417555,sedznpb,0.1109999999997413,110.43067664081568,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
25.395,36.404,61.78,15.669816,233.75684,86.540001,5.7724137,41.883884,7.0,23.519489,31.75510039310848,accretionary complex,206.8725476461522,sedznpb,0.1110000000001356,110.43194186297907,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
25.396,36.405,47.12,15.669816,233.75684,86.540001,5.7655172,41.865974,7.0,24.172043,31.610174627706574,accretionary complex,206.8747645306445,sedznpb,0.1109999999997413,110.32025527240432,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
25.396,36.404,82.34,15.669816,233.75684,86.540001,7.8446813,41.788452,7.0,27.653948,31.71286594743581,accretionary complex,206.9521222302626,sedznpb,0.0,110.4312534678856,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
25.397,36.405,29.87,15.669816,233.75684,86.540001,4.940845,41.788452,7.0,26.703629,31.56813658766938,accretionary complex,206.9543977972189,sedznpb,0.1569777054230477,110.31967786495956,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
25.395,36.403,64.23,15.669816,233.75684,86.540001,4.7828574,41.883884,7.0,23.908602,31.85771130483755,accretionary complex,206.94996571057865,sedznpb,0.1569777054238842,110.54293937085494,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
25.396,36.404,41.56,15.669816,233.75684,86.540001,7.8446813,41.788452,7.0,27.653948,31.71286594743581,accretionary complex,206.9521222302626,sedznpb,0.0,110.4312534678856,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
25.396,36.404,70.89,15.669816,233.75684,86.540001,7.8446813,41.788452,7.0,27.653948,31.71286594743581,accretionary complex,206.9521222302626,sedznpb,0.0,110.4312534678856,1.0,Minerales Industriales,100.0,0.0,,,0.2878682664871587,Unknown,0.0006503477343358,1.271917966505498e-07,1618.3868408203125,0.0,422.223388671875,240.54092407226562
